,Return,Label
0,0.712069466,0
1,-0.101954874,0
2,-0.013312033999999999,0
3,0.042160387,0
4,0.15304425,0
5,0.035434292,0
6,-0.105158291,0
7,0.31359078100000004,0
8,-0.083951926,0
9,-0.080705789,0
10,0.065280651,0
11,-0.07408390299999999,0
12,-0.078565026,0
13,-0.069767442,0
14,0.028813015,0
15,-0.047638567,0
16,-0.011084017,0
17,-0.19953442,0
18,0.024436298999999998,0
19,-0.003331409,0
20,-0.082177481,0
21,-0.045568212999999996,0
22,-0.098961461,0
23,0.0,0
24,0.01113028,0
25,0.0,0
26,-0.133548495,0
27,0.054605227,0
28,-0.049006504000000006,0
29,-0.044573210999999995,0
30,-0.122630992,0
31,0.082598504,0
32,0.006691649,0
33,-0.017843203000000002,0
34,0.006692395,0
35,0.0,0
36,0.073611421,0
37,0.054610704,0
38,0.111389585,0
39,-0.038942976000000004,0
40,-0.025601069,0
41,0.042308249000000006,0
42,-0.103500083,0
43,-0.071299659,0
44,0.023411893,0
45,-0.071333831,0
46,-0.012269253999999999,0
47,0.027888091,0
48,-0.080295308,0
49,0.13728138199999998,0
50,0.022291573999999998,0
51,-0.07020280799999999,0
52,-0.06356144799999999,0
53,-0.013389868000000001,0
54,-0.103785376,0
55,0.0,0
56,0.072613528,0
57,-0.13954007599999999,0
58,0.036890056000000004,0
59,0.035758984,0
60,-0.014521895,0
61,0.008937848,0
62,-0.044685248,0
63,0.145291981,0
64,0.0,0
65,-0.044640365999999994,0
66,-0.033495227,0
67,0.0,0
68,0.0,0
69,0.017870107,0
70,0.026800371,0
71,0.0,0
72,0.0,0
73,0.025676807000000003,0
74,0.0055804819999999995,0
75,-0.064729976,0
76,0.061421632000000004,0
77,0.020089286,0
78,0.039054654,0
79,0.052424347,0
80,-0.031215162,0
81,0.0,0
82,0.014497278999999998,0
83,0.011150137,0
84,0.01672334,0
85,-0.007802921,0
86,0.0,0
87,-0.00334437,0
88,-0.105908584,0
89,-0.027900229,0
90,0.0,0
91,0.0,0
92,-0.083724046,0
93,0.0,0
94,0.01675884,0
95,0.039097408,0
96,-0.083747418,0
97,-0.055878409000000004,0
98,-0.05590965,0
99,-0.0022376370000000002,0
100,0.013426123,0
101,-0.025729947000000003,0
102,0.003356944,0
103,0.0,0
104,-0.002237887,0
105,0.07385193799999999,0
106,-0.06485229299999999,0
107,0.076083065,0
108,-0.0044720720000000005,0
109,0.02236136,0
110,0.05589090099999999,0
111,-0.033515808,0
112,-0.055878409000000004,0
113,-0.005590965,0
114,0.002236511,0
115,0.061502678,0
116,-0.002235086,0
117,0.022351363,0
118,-0.058100559,0
119,-0.020123423999999997,0
120,0.0,0
121,-0.076037124,0
122,-0.013428526999999999,0
123,0.02686066,0
124,-0.043636852000000004,0
125,0.022387642000000003,0
126,-0.022382631,0
127,-0.011193821000000001,0
128,-0.006717045,0
129,-0.054859548,0
130,-0.0392069,0
131,-0.08404773900000001,0
132,0.084118439,0
133,0.001120637,0
134,-0.012326864,0
135,-0.011207621000000001,0
136,-0.015692428,0
137,0.0067263819999999995,0
138,-0.022419765,0
139,0.037000908,0
140,0.005604125,0
141,0.011207621000000001,0
142,0.0,0
143,-0.016809548,0
144,0.08406187,0
145,0.027997088,0
146,0.016793551,0
147,-0.025745788,0
148,0.013436044,0
149,-0.035824638,0
150,-0.05263629400000001,0
151,0.067230657,0
152,-0.03023347,0
153,-0.023522032000000002,0
154,-0.024647927000000004,0
155,0.041463551,0
156,0.059369119000000005,0
157,-0.03918276,0
158,0.036958226000000004,0
159,0.030227377000000003,0
160,-0.077224398,0
161,-0.069443667,0
162,0.0033625120000000002,0
163,0.05940239,0
164,-0.033604032,0
165,-0.007843577,0
166,0.011205988,0
167,-0.07619218400000001,0
168,-0.016819915,0
169,-0.0022430329999999997,0
170,-0.014580039,0
171,0.016825575,0
172,-0.03925307,0
173,0.039268484,0
174,-0.024673358,0
175,0.09759599699999999,0
176,0.01681049,0
177,0.036976861,0
178,0.002240194,0
179,0.056003584,0
180,0.011194448000000001,0
181,-0.059323930999999996,0
182,0.013439806,0
183,0.020157001,0
184,-0.010076469000000001,0
185,0.003359162,0
186,0.040308585,0
187,-0.059319283,0
188,-0.023517818,0
189,0.16914408600000003,0
190,0.06597781400000001,0
191,0.159806891,0
192,0.07140785,0
193,0.017839224,0
194,-1.16545366,0
195,-0.06887843,0
196,0.114876508,0
197,-0.162937464,0
198,0.037927547,0
199,-0.024126561,0
200,-0.147092622,0
201,0.24858445,0
202,-0.14809202400000002,0
203,0.062083951,0
204,-0.049406547,0
205,-0.126451316,0
206,0.002302026,0
207,0.010358878,0
208,0.05293989,0
209,-0.172538735,0
210,-0.130203832,0
211,-0.286129635,0
212,0.012727651000000001,0
213,0.069414718,0
214,0.104049851,0
215,-0.269093513,0
216,0.017370359,0
217,0.116940106,0
218,-0.049728229000000006,0
219,-0.078679116,0
220,-0.010421612,0
221,0.10422698300000001,0
222,0.032392411,0
223,-0.056668363,0
224,0.13885835300000002,0
225,0.143287997,0
226,0.20193162,0
227,0.07945830200000001,0
228,-0.088600458,0
229,-0.110560866,0
230,0.050729817999999996,0
231,0.163635945,0
232,-0.063276576,0
233,0.057560583,0
234,-0.040269229,0
235,0.028775322000000002,0
236,0.066739543,0
237,0.0022998289999999998,0
238,0.034496637000000004,0
239,0.089660325,0
240,0.065462313,0
241,-0.009181683000000001,0
242,0.039025734,0
243,-0.058515765,0
244,-0.04362550900000001,0
245,-0.050535794,0
246,0.071245533,0
247,-0.034449101,0
248,0.08730113099999999,0
249,0.078043406,0
250,0.11123980800000001,0
251,-0.013746333999999999,0
252,0.079052289,0
253,0.002289561,0
254,0.024039837,0
255,0.053790515,0
256,0.105235464,0
257,0.035422498999999996,0
258,-0.025129646000000002,0
259,-0.02742105,0
260,-0.004571429,0
261,0.078860748,0
262,0.140467082,0
263,-0.01824651,0
264,0.074139976,0
265,0.01025793,0
266,-0.023932715,0
267,-0.022798517999999997,0
268,-0.045607434,0
269,-0.071864484,0
270,0.15753065,0
271,-0.041030317000000004,0
272,-0.013682386000000001,0
273,-0.076403777,0
274,0.009129815,0
275,0.10498328300000001,0
276,-0.022798517999999997,0
277,0.022803717,0
278,0.117412368,0
279,-0.031880494,0
280,0.005694761,0
281,-0.074027675,0
282,0.07636197900000001,0
283,0.091108909,0
284,0.052339937,0
285,-0.04435195,0
286,0.117186611,0
287,-0.030682864,0
288,0.028418778999999998,0
289,-0.051139269,0
290,0.059124502999999995,0
291,-0.03636281,0
292,0.06820507,0
293,0.119277519,0
294,-0.01134623,0
295,-0.011347518000000001,0
296,-0.098734608,0
297,-0.020448038999999998,0
298,-0.034087036,0
299,-0.030688793,0
300,-0.020465476,0
301,0.02501848,0
302,0.08640585699999999,0
303,0.002271875,0
304,-0.06361106400000001,0
305,-0.050011935,0
306,0.0,0
307,-0.130778416,0
308,-0.034160783,0
309,0.005695409,0
310,0.038726579,0
311,0.086531783,0
312,0.045503669000000004,0
313,0.051168344000000004,0
314,0.007955449,0
315,0.04318329,0
316,-0.101096155,0
317,-0.14895504099999998,0
318,-0.088823094,0
319,0.05470896,0
320,0.062653073,0
321,-0.068306011,0
322,0.012531328000000001,0
323,0.014807896000000001,0
324,-0.045556010999999993,0
325,0.01709129,0
326,-0.072910377,0
327,0.028501397,0
328,0.039890586,0
329,0.03987468,0
330,-0.056941122999999996,0
331,-0.047857794,0
332,0.025080371,0
333,0.045589240999999996,0
334,-0.028480292,0
335,0.039883767,0
336,-0.022781637999999996,0
337,-0.022786828999999998,0
338,0.051282050999999995,0
339,-0.007973119,0
340,0.127580079,0
341,-0.091012514,0
342,-0.068321567,0
343,0.068368277,0
344,0.011386928000000001,0
345,0.013662758,0
346,0.060335603,0
347,0.003413163,0
348,-0.01478987,0
349,0.01934346,0
350,0.060294419,0
351,-0.022738901000000002,0
352,-0.026155683,0
353,0.018200018000000002,0
354,0.042079884000000005,0
355,0.017052236999999998,0
356,-0.051147988,0
357,0.02501848,0
358,0.026149141,0
359,-0.01136622,0
360,0.10003410300000001,0
361,0.081764292,0
362,-0.087370929,0
363,0.067005099,0
364,-0.04199201,0
365,0.034061878999999996,0
366,0.037455309,0
367,-0.137284713,0
368,-0.012497586000000001,0
369,0.006817716999999999,0
370,-0.002272417,0
371,0.007953642,0
372,-0.034084325,0
373,-0.093195586,0
374,-0.023889426000000002,0
375,-0.052341723,0
376,0.035292243,0
377,0.023899214,0
378,-0.03868472,0
379,0.012520488,0
380,0.054628017,0
381,-0.023886709,0
382,-0.027305617999999997,0
383,-0.027313076000000002,0
384,0.066024634,0
385,0.019339278999999997,0
386,-0.006824308,0
387,-0.025024171,0
388,-0.050060869,0
389,-1.165453653,0
390,0.7210984659999999,0
391,-0.260756193,0
392,0.295837633,0
393,-0.020578955,0
394,-0.15323041699999998,0
395,-0.084749645,0
396,0.06648174,0
397,0.034364261,0
398,0.028627047000000003,0
399,0.103027875,0
400,0.120075476,0
401,-0.102798401,0
402,-0.114337983,0
403,0.21634615399999998,0
404,-0.17932814800000002,0
405,0.066367631,0
406,-0.09148084599999999,0
407,-0.022891152999999997,0
408,0.07670291900000001,0
409,0.001143942,0
410,0.110961129,0
411,0.046849112000000005,0
412,0.004568505,0
413,0.102786661,0
414,0.034227039,0
415,0.030793796000000002,0
416,-0.019382717,0
417,0.023947998999999998,0
418,0.010260970999999999,0
419,0.12539899699999998,0
420,-0.034156894,0
421,-0.13667426,0
422,0.082116788,0
423,0.027349804,0
424,0.059241706,0
425,0.059206630999999996,0
426,0.11720528,0
427,-0.068194992,0
428,0.072790965,0
429,0.065918829,0
430,-0.130615026,0
431,-0.12168770599999999,0
432,-0.02049577,0
433,-0.05124992900000001,0
434,-0.023928897,0
435,-0.006838464,0
436,-0.026215905,0
437,0.003420363,0
438,0.0,0
439,-0.0034202459999999996,0
440,0.10261087699999999,0
441,0.0,0
442,0.09111617300000001,0
443,0.0,0
444,-0.022758307000000002,0
445,-0.09105394900000001,0
446,0.0,0
447,0.0,0
448,-0.048986102000000004,0
449,0.03761241,0
450,0.0,0
451,0.077475219,0
452,-0.105876728,0
453,-0.08547495599999999,0
454,0.028516026,0
455,0.0,0
456,0.0,0
457,0.0,0
458,0.0,0
459,0.034209476,0
460,0.017098889,0
461,0.0,0
462,0.0,0
463,0.01139731,0
464,-0.034188034,0
465,0.022799818,0
466,0.0,0
467,0.01139731,0
468,0.045584045999999996,0
469,0.0,0
470,0.082013897,0
471,-0.013657782,0
472,-0.068298236,0
473,0.0,0
474,0.0,0
475,0.011390818999999998,0
476,0.0,0
477,0.0,0
478,0.0,0
479,-0.108200456,0
480,0.0,0
481,0.0,0
482,-0.142523231,0
483,0.0,0
484,0.0,0
485,-0.017127198,0
486,0.053674413,0
487,0.049080035,0
488,0.022816725,0
489,-0.01710864,0
490,-0.07985398099999999,0
491,0.0,0
492,0.02397534,0
493,-0.023969592999999997,0
494,0.047950679,0
495,-0.002282271,0
496,-0.051352277,0
497,0.097048581,0
498,0.057032052,0
499,-0.035339717,0
